;M_Spd_3m;M_Direction_3m;M_Dir_3m;M_Spd_12m;M_Direction_12m;M_Dir_12m;M_Spd_25m;M_Direction_25m;M_Dir_25m;M_Spd_37m;M_Direction_37m;M_Dir_37m
26;0,116629304;SSE;166,3350098;0,102933911;SSE;165,5381571;0,092673224;S;169,7795895;0,068758803;SSE;161,5829934
27;0,129922134;S;173,3836274;0,110237573;S;175,3277702;0,092882134;S;180,3337839;0,066582606;S;175,6511269
28;0,129922134;S;173,3836274;0,110237573;S;175,3277702;0,092882134;S;180,3337839;0,066582606;S;175,6511269
29;0,130093806;S;188,3536303;0,102109354;SSW;193,3735053;0,075193095;SSW;200,3612774;0,037979816;SSW;203,8933333
30;0,119706639;SSW;197,910374;0,089757972;SSW;206,3580293;0,060089322;SSW;212,5733366;0,035203076;SW;226,0293399
31;0,105219732;SSW;207,1352272;0,075803613;SW;218,1369003;0,035685301;SW;223,138631;0,025993081;WSW;253,7207305
32;0,105219732;SSW;207,1352272;0,075803613;SW;218,1369003;0,035685301;SW;223,138631;0,025993081;WSW;253,7207305
33;0,077987759;SW;217,9161683;0,053713564;SW;232,6290931;0,029365864;SW;230,3293001;0,018157366;WNW;287,8351333
34;0,065283797;SW;216,309834;0,036693826;SW;231,8673375;0,028720351;SW;219,8301758;0,013337128;W;278,3513515
35;0,058893972;SSW;205,9998688;0,033563537;SW;222,1233699;0,035117629;SSW;208,6392359;0,015163381;WSW;235,2560984
36;0,058893972;SSW;205,9998688;0,033563537;SW;222,1233699;0,035117629;SSW;208,6392359;0,015163381;WSW;235,2560984
37;0,070335368;S;185,0938361;0,053631298;SSW;203,6523178;0,052235637;SSW;205,3703667;0,029188311;SW;223,5990135
38;0,081637737;S;182,5965303;0,062039553;SSW;202,3872267;0,058175663;SSW;210,9153937;0,03532781;SW;229,9135777
39;0,087398531;S;185,5033938;0,066399273;SSW;207,0233673;0,058333012;SW;220,8373701;0,03788396;WSW;233,3692366
40;0,087398531;S;185,5033938;0,066399273;SSW;207,0233673;0,058333012;SW;220,8373701;0,03788396;WSW;233,3692366
41;0,078117169;SSW;197,6951533;0,060973026;SW;223,6263302;0,037369078;WSW;239,0622372;0,039127627;WNW;285,8336509
42;0,062905696;SSW;207,36998;0,052126073;WSW;238,993836;0,039013717;W;272,7509839;0,032168195;NW;312,7281739
43;0,033653366;SW;218,1222384;0,031322272;WSW;255,9035631;0,031968369;WNW;301,7873161;0,036176334;NNW;336,3383736
44;0,033653366;SW;218,1222384;0,031322272;WSW;255,9035631;0,031968369;WNW;301,7873161;0,036176334;NNW;336,3383736
45;0,00839622;SW;221,0187277;0,020817584;WNW;288,112186;0,02273107;N;0,561309867;0,036979596;N;10,5113652
46;0,013038353;ESE;103,5383903;0,006207118;NW;305,3305076;0,018631888;NE;37,38023576;0,031338391;NNE;30,86336292
47;0,035823073;ESE;110,8150554;0,012022361;SE;135,7212903;0,022935537;ESE;102,7322539;0,033992331;ENE;58,22336676
48;0,035823073;ESE;110,8150554;0,012022361;SE;135,7212903;0,022935537;ESE;102,7322539;0,033992331;ENE;58,22336676
49;0,077815126;SE;130,9813514;0,039209894;SSE;153,0837112;0,037320599;SSE;150,8973688;0,033302176;ESE;120,7508223
50;0,09933179;SE;130,6560126;0,068782551;SSE;163,219781;0,059598533;SSE;165,1783394;0,038520383;SSE;136,8633564
51;0,113952382;SSE;139,0351583;0,083638331;S;172,3366278;0,066293596;S;177,3392267;0,031136131;SSE;166,5387936
52;0,113952382;SSE;139,0351583;0,083638331;S;172,3366278;0,066293596;S;177,3392267;0,031136131;SSE;166,5387936
53;0,113898283;SSE;162,1688739;0,095277357;S;189,0385654;0,063036731;SSW;198,8337358;0,036192114;SSW;200,1221001
54;0,099636193;S;169,2728892;0,093755597;SSW;197,9133133;0,057386134;SSW;212,133388;0,031212087;SW;223,7933359
55;0,080163057;S;176,7859158;0,086837316;SSW;205,7070534;0,039552737;SW;225,6251937;0,027823609;WSW;250,2685352
56;0,080163057;S;176,7859158;0,086837316;SSW;205,7070534;0,039552737;SW;225,6251937;0,027823609;WSW;250,2685352
57;0,037210919;SSW;192,0722239;0,065186216;SSW;213,5923592;0,035899125;WSW;232,5918627;0,023805352;WNW;286,5710336
58;0,033036564;SSW;196,5221178;0,051809662;SSW;212,3821752;0,030108538;WSW;231,635002;0,021625605;WNW;293,0853267
59;0,026106074;S;187,5707692;0,032826071;SSW;203,0580939;0,028393618;SW;230,3523577;0,017368364;WNW;287,372274
60;0,026106074;S;187,5707692;0,032826071;SSW;203,0580939;0,028393618;SW;230,3523577;0,017368364;WNW;287,372274
61;0,032302168;SSE;159,2016739;0,035107336;S;178,2309752;0,037717732;SSW;211,5078338;0,017503298;WSW;235,3820959
62;0,032007236;SSE;155,0323573;0,053052808;S;170,3932035;0,033886351;SSW;209,5378704;0,022286797;SW;233,7299714
63;0,03987769;SSE;155,8169503;0,062539565;SSE;168,3310293;0,039108877;SSW;211,9811332;0,025556968;SW;235,7332113
64;0,03987769;SSE;155,8169503;0,062539565;SSE;168,3310293;0,039108877;SSW;211,9811332;0,025556968;SW;235,7332113
65;0,051825336;SSE;161,956751;0,066212869;S;171,5921138;0,036371972;SW;223,3253989;0,02390218;WSW;256,2737868
66;0,035111934;SSE;165,7382837;0,060280335;S;173,5279561;0,039661388;SW;233,0332865;0,0226811;W;278,1730521
67;0,033632362;SSE;166,1360723;0,05036339;S;175,7333857;0,030353937;WSW;233,3993866;0,020900869;NW;306,0033338
68;0,033632362;SSE;166,1360723;0,05036339;S;175,7333857;0,030353937;WSW;233,3993866;0,020900869;NW;306,0033338
69;0,021158323;SE;138,3711209;0,033367221;SSE;162,0931984;0,010303372;WSW;235,6830329;0,019086395;N;2,012609501
70;0,025593266;ESE;116,726877;0,033930299;SE;135,1932737;0,008266225;SSE;159,6691077;0,018957718;NE;39,27286335
71;0,036789377;ESE;113,6273634;0,033665067;SE;135,3153796;0,023039876;SE;132,823864;0,02203334;E;80,03035688
72;0,036789377;ESE;113,6273634;0,033665067;SE;135,3153796;0,023039876;SE;132,823864;0,02203334;E;80,03035688
73;0,062186193;SE;127,2630569;0,072891563;SE;138,8360113;0,053268336;SSE;153,0772392;0,038993567;SE;130,7603626
74;0,077301333;SE;137,2395691;0,090396832;SE;135,3316028;0,071111391;SSE;161,7526597;0,051093931;SSE;137,1979628
75;0,090533653;SSE;137,2020029;0,10515308;SSE;152,6913608;0,083363965;S;169,3765601;0,061006875;SSE;159,6337778
76;0,090533653;SSE;137,2020029;0,10515308;SSE;152,6913608;0,083363965;S;169,3765601;0,061006875;SSE;159,6337778
77;0,101853385;SSE;163,3279138;0,118601522;SSE;166,7311918;0,095528374;S;182,9987333;0,068309991;S;178,2361385
78;0,100216679;S;173,353179;0,117670107;S;175,2753338;0,093501598;S;191,0933301;0,066631563;S;188,7893274
79;0,093308627;S;183,7001873;0,110668036;S;183,815379;0,089080956;SSW;199,0062588;0,061569052;SSW;199,3333591
80;0,093308627;S;183,7001873;0,110668036;S;183,815379;0,089080956;SSW;199,0062588;0,061569052;SSW;199,3333591
81;0,073330302;SSW;201,793957;0,089665234;SSW;197,2513137;0,073231618;SSW;210,3775769;0,039639683;SW;216,9037032
82;0,060379003;SSW;209,6530299;0,076063338;SSW;202,5315231;0,065532633;SW;213,3163033;0,033171356;SW;223,7002909
83;0,038520008;SSW;213,5096813;0,063771359;SSW;203,1000796;0,058557368;SW;213,9033954;0,03787168;SW;228,8957778
84;0,038520008;SSW;213,5096813;0,063771359;SSW;203,1000796;0,058557368;SW;213,9033954;0,03787168;SW;228,8957778
85;0,036290863;SSW;201,3319339;0,053006905;SSW;193,5566014;0,053010297;SSW;207,9675321;0,032765912;SW;223,9895311
86;0,03836303;S;187,5379299;0,056033332;S;183,3792659;0,055902936;SSW;202,7589167;0,032703237;SW;216,705793
87;0,035789693;S;179,5335585;0,063322566;S;179,0213155;0,059119162;SSW;199,3805008;0,033883126;SSW;210,6320634
88;0,035789693;S;179,5335585;0,063322566;S;179,0213155;0,059119162;SSW;199,3805008;0,033883126;SSW;210,6320634
89;0,057353886;S;180,2933206;0,073722733;S;179,7738066;0,061338238;SSW;199,833735;0,033050513;SSW;208,1613637
90;0,058723812;S;185,0939837;0,075932536;S;183,5772907;0,058378956;SSW;202,3293827;0,030921622;SSW;210,7995083
91;0,05536256;S;191,0327053;0,072280128;S;188,2232261;0,052333831;SSW;205,3956327;0,025335873;SW;215,0336557
92;0,05536256;S;191,0327053;0,072280128;S;188,2232261;0,052333831;SSW;205,3956327;0,025335873;SW;215,0336557
93;0,030239336;SSW;199,0631034;0,056732733;SSW;193,9002739;0,03670336;SSW;205,8073601;0,011626725;SW;218,6181005
94;0,02982318;SSW;195,7893664;0,03633952;SSW;191,6179933;0,028687168;SSW;196,9633664;0,003800023;S;182,8598384
95;0,023682838;S;177,3625216;0,039737869;S;181,3293733;0,026261258;S;178,1368778;0,008980626;ESE;119,1790911
96;0,023682838;S;177,3625216;0,039737869;S;181,3293733;0,026261258;S;178,1368778;0,008980626;ESE;119,1790911
97;0,037316319;SSE;136,5151198;0,039230393;SSE;159,5091808;0,030278077;SSE;157,3571722;0,025198672;SE;126,5086727
98;0,053011954;SSE;137,5335311;0,063722114;SSE;157,3568937;0,053123824;SSE;158,3112593;0,035321596;SE;137,801156
99;0,069030991;SSE;153,5220362;0,079391253;SSE;160,6232585;0,065779213;SSE;162,7753571;0,035039381;SSE;138,5519373
100;0,069030991;SSE;153,5220362;0,079391253;SSE;160,6232585;0,065779213;SSE;162,7753571;0,035039381;SSE;138,5519373
101;0,090393808;SSE;168,1985191;0,101398111;S;172,2338164;0,081953623;S;173,6073139;0,057133019;SSE;166,8337024
102;0,096186834;S;177,735297;0,1075603;S;180,7251323;0,085632356;S;182,8387317;0,059358787;S;177,930663
103;0,0960853;S;187,9335231;0,107833319;S;190,1906932;0,083779353;SSW;192,1219603;0,05817539;S;190,302833
104;0,0960853;S;187,9335231;0,107833319;S;190,1906932;0,083779353;SSW;192,1219603;0,05817539;S;190,302833
105;0,082507801;SSW;205,7566553;0,095976233;SSW;207,8183333;0,073923114;SSW;210,0590386;0,0396771;SW;216,2912552
106;0,069357196;SW;213,5328735;0,083113182;SW;217,6097936;0,063263182;SW;220,5332396;0,033327918;SW;233,3671355
107;0,053327239;SW;219,8920228;0,070662182;SW;226,2091586;0,053553292;SW;230,0253663;0,037322104;WSW;251,02766
108;0,053327239;SW;219,8920228;0,070662182;SW;226,2091586;0,053553292;SW;230,0253663;0,037322104;WSW;251,02766
109;0,033831374;SSW;206,8168383;0,038118935;SW;231,5333283;0,03566319;WSW;237,0353688;0,026552237;W;276,76133
110;0,033981368;S;186,5385779;0,039861719;SW;223,8328121;0,028653575;SW;229,35638;0,019388589;WNW;283,1722833
111;0,035118557;S;175,6765014;0,038510119;SSW;209,2372016;0,026779036;SSW;212,8195871;0,011732365;W;279,7660923
112;0,035118557;S;175,6765014;0,038510119;SSW;209,2372016;0,026779036;SSW;212,8195871;0,011732365;W;279,7660923
113;0,066195677;S;177,536311;0,050853337;SSW;193,9333125;0,035703637;SSW;193,2130557;0,009337513;SSW;200,9305989
114;0,073656303;S;183,5003594;0,058330535;SSW;193,3030387;0,031259696;SSW;192,6263171;0,013388252;S;190,3192279
115;0,075627374;S;191,0315633;0,062339877;SSW;198,5138333;0,033771024;SSW;196,1675283;0,01713006;SSW;193,3806577
116;0,075627374;S;191,0315633;0,062339877;SSW;198,5138333;0,033771024;SSW;196,1675283;0,01713006;SSW;193,3806577
117;0,065678926;SSW;206,7307213;0,057103564;SSW;209,6826132;0,038381312;SSW;206,9798618;0,013621933;SW;216,3797305
118;0,053325322;SW;216,3133;0,038056733;SW;215,6312812;0,030852057;SSW;212,6001983;0,008327666;WSW;232,1267833
119;0,030867766;SW;223,7531317;0,036671909;SW;217,729659;0,021766618;SSW;212,756088;0,003330886;NW;309,3501912
120;0,030867766;SW;223,7531317;0,036671909;SW;217,729659;0,021766618;SSW;212,756088;0,003330886;NW;309,3501912
121;0,019825214;SW;221,3781708;0,023777974;S;189,3339519;0,015591618;SSE;168,2812316;0,011022961;ENE;59,15893824
122;0,016507872;SSW;196,8919699;0,030698974;SSE;167,1065533;0,023772928;SSE;152,593163;0,016800623;E;91,28820288
123;0,022872538;S;179,9185874;0,033038033;SSE;161,5356694;0,037993357;SSE;153,3896339;0,023353268;ESE;118,5666727
124;0,022872538;S;179,9185874;0,033038033;SSE;161,5356694;0,037993357;SSE;153,3896339;0,023353268;ESE;118,5666727
125;0,035131701;S;183,7593882;0,063235633;S;171,3528836;0,062355129;S;169,773793;0,030717705;SSE;155,5297769
126;0,055998731;SSW;193,3213169;0,070371519;S;181,3360619;0,073303354;S;180,5963038;0,038952329;S;172,9720153
127;0,061303137;SSW;205,3716531;0,072830192;SSW;191,9313538;0,079902394;SSW;192,2802053;0,053273763;S;189,8316339
128;0,061303137;SSW;205,3716531;0,072830192;SSW;191,9313538;0,079902394;SSW;192,2802053;0,053273763;S;189,8316339
129;0,060101371;SW;227,7076725;0,066586236;SSW;211,3211783;0,080190164;SW;213,9739557;0,05633006;SW;221,3661286
130;0,053910889;WSW;231,3329628;0,058520193;SW;221,8371501;0,073881303;SW;229,319876;0,055013026;WSW;231,3395985
131;0,035326905;WSW;255,3767293;0,038532937;SW;231,3003235;0,06660837;WSW;233,3818536;0,052601897;W;262,2639801
132;0,035326905;WSW;255,3767293;0,038532937;SW;231,3003235;0,06660837;WSW;233,3818536;0,052601897;W;262,2639801
133;0,025776133;W;278,3972632;0,032211109;SW;235,7873102;0,037126714;W;269,8600328;0,035677853;WNW;297,3252311
134;0,01022237;W;275,0592703;0,028833326;SW;223,0258396;0,032910888;W;280,5033691;0,038080722;NW;315,9770783
135;0,012662102;SSE;166,9317951;0,03327766;SSW;208,1039084;0,017133809;W;278,8098301;0,027087361;NNW;335,3123351
136;0,012662102;SSE;166,9317951;0,03327766;SSW;208,1039084;0,017133809;W;278,8098301;0,027087361;NNW;335,3123351
137;0,051029254;S;168,905908;0,05037712;SSW;199,8313278;0,020153176;S;177,3036337;0,008103815;ENE;67,83012183
138;0,071033881;S;177,3230368;0,059256368;SSW;200,9560587;0,036131226;S;175,7193299;0,016273674;SE;130,5133776
139;0,083887927;S;186,0783983;0,06358923;SSW;203,8523639;0,038551384;S;181,9838997;0,026238836;SSE;163,2071383
140;0,083887927;S;186,0783983;0,06358923;SSW;203,8523639;0,038551384;S;181,9838997;0,026238836;SSE;163,2071383
141;0,088502364;SSW;202,1007787;0,062333136;SSW;210,8935198;0,055733887;SSW;197,5378933;0,03196193;SSW;192,1552376
142;0,078953089;SSW;211,3099353;0,053636294;SW;213,6213159;0,051013138;SSW;207,3297513;0,027839052;SSW;209,0793301
143;0,063590159;SW;219,7356388;0,033939035;SW;215,8325688;0,031502158;SW;217,0200199;0,020325501;SW;230,5178169
144;0,063590159;SW;219,7356388;0,033939035;SW;215,8325688;0,031502158;SW;217,0200199;0,020325501;SW;230,5178169
145;0,03332562;SW;220,323213;0,029027273;SSW;198,3302181;0,020503676;SW;221,3070169;0,007683389;NW;307,3796715
146;0,025933632;SSW;195,1772619;0,031752252;S;179,6003236;0,013378726;S;189,8138677;0,007653063;NNE;32,37976522
147;0,035398059;S;171,3390197;0,033138937;S;171,2913617;0,023009399;SSE;159,2837037;0,013213354;E;89,93800253
148;0,035398059;S;171,3390197;0,033138937;S;171,2913617;0,023009399;SSE;159,2837037;0,013213354;E;89,93800253
149;0,068606828;S;172,6393051;0,07172539;S;176,3252183;0,052966363;SSE;163,113351;0,035222633;SE;131,6310234
150;0,085653609;S;181,0079108;0,087083061;S;183,3133225;0,069997098;S;172,2033136;0,038793565;SSE;160,0185096
151;0,096338734;S;190,8251739;0,097933954;S;191,2231268;0,082971364;S;182,0912714;0,059659684;S;175,3067651
152;0,096338734;S;190,8251739;0,097933954;S;191,2231268;0,082971364;S;182,0912714;0,059659684;S;175,3067651
153;0,095318733;SSW;211,2350893;0,101576121;SSW;206,0793034;0,090679324;SSW;200,8563229;0,066637383;SSW;200,9288227
154;0,085103894;SW;225,3000371;0,093257339;SW;215,3786339;0,085570769;SSW;213,0333112;0,063077981;SW;217,5982361
155;0,071068536;WSW;231,7327032;0,081573376;SW;225,3950539;0,075022204;SW;226,5919522;0,056002698;WSW;237,1386218
156;0,071068536;WSW;231,7327032;0,081573376;SW;225,3950539;0,075022204;SW;226,5919522;0,056002698;WSW;237,1386218
157;0,03372381;W;273,5150859;0,052263853;WSW;230,6695327;0,039053359;WSW;252,6973837;0,031532813;W;278,8333788
158;0,028338153;WNW;290,5215972;0,035838636;WSW;231,1765589;0,032703817;W;266,0301537;0,033587659;NW;303,7615568
159;0,009757134;WNW;286,7237256;0,025551614;SW;222,0658531;0,016185358;W;268,3215918;0,023517664;NNW;332,120306
160;0,009757134;WNW;286,7237256;0,025551614;SW;222,0658531;0,016185358;W;268,3215918;0,023517664;NNW;332,120306
161;0,033300611;S;172,7227372;0,031916133;S;182,9608964;0,021923121;SSE;163,8333574;0,011502892;ENE;78,31309934
162;0,05685295;S;180,2613034;0,059630369;S;181,9199539;0,031675503;SSE;166,2990813;0,023330656;SE;135,1715783
163;0,075728301;S;189,380862;0,073973908;S;186,003559;0,059089235;S;173,533959;0,03785556;SSE;157,3977667
164;0,075728301;S;189,380862;0,073973908;S;186,003559;0,059089235;S;173,533959;0,03785556;SSE;157,3977667
165;0,089863797;SSW;207,0635062;0,086117552;SSW;197,8578316;0,073151209;S;189,6325295;0,050687907;S;183,3593693
166;0,086332364;SW;218,0823209;0,081332201;SSW;205,839251;0,071390331;SSW;200,0332501;0,038033271;SSW;198,1228333
167;0,076360194;SW;229,532037;0,069735814;SW;213,8399634;0,061703939;SSW;211,1753075;0,039366633;SW;215,337959
168;0,076360194;SW;229,532037;0,069735814;SW;213,8399634;0,061703939;SSW;211,1753075;0,039366633;SW;215,337959
169;0,051918939;WSW;236,1375189;0,031395286;SW;221,8906177;0,035021034;SW;230,2151839;0,019738351;W;263,3325354
170;0,039229781;WSW;236,3099195;0,028279829;SSW;212,0017791;0,019331584;SW;232,6266524;0,012616887;NW;313,0337788
171;0,033353881;SW;231,5135004;0,027056529;S;185,2587973;0,011061369;S;189,3165928;0,011063826;NNE;20,33319083
172;0,033353881;SW;231,5135004;0,027056529;S;185,2587973;0,011061369;S;189,3165928;0,011063826;NNE;20,33319083
173;0,053692684;SSW;206,331707;0,053573006;S;172,8138122;0,036280733;SSE;158,3108257;0,022133181;ESE;119,5360203
174;0,07599953;SSW;206,8737575;0,072682767;S;179,0123989;0,055586199;SSE;167,3213332;0,036137339;SSE;138,861189
175;0,095527791;SSW;211,929172;0,088889579;S;187,3205883;0,072912711;S;177,9323719;0,050381292;SSE;168,3667957
176;0,095527791;SSW;211,929172;0,088889579;S;187,3205883;0,072912711;S;177,9323719;0,050381292;SSE;168,3667957
177;0,113533314;SW;226,3537023;0,100573294;SSW;203,5310026;0,088371333;SSW;198,0726884;0,063369888;SSW;197,0830184
178;0,113813366;WSW;237,3203635;0,095703933;SW;216,3303316;0,086371661;SSW;211,6989339;0,063323176;SW;215,3796388
179;0,108612688;WSW;239,7273927;0,083780357;SW;230,163136;0,077333069;SW;227,9387854;0,058103167;WSW;238,1180318
180;0,108612688;WSW;239,7273927;0,083780357;SW;230,163136;0,077333069;SW;227,9387854;0,058103167;WSW;238,1180318
181;0,086891606;W;273,0067537;0,053990254;W;260,3972167;0,053111706;W;265,3831897;0,039861633;WNW;289,1932082
182;0,069693914;WNW;285,6723867;0,035739395;WNW;281,3793112;0,031213628;WNW;292,8235594;0,038837387;NW;319,2938339
183;0,039038821;WNW;295,0035684;0,017283882;NW;306,3360839;0,029312523;NW;325,1793152;0,037016158;NNW;336,5091826
184;0,039038821;WNW;295,0035684;0,017283882;NW;306,3360839;0,029312523;NW;325,1793152;0,037016158;NNW;336,5091826
185;0,013829136;WSW;235,8372503;0,020267323;SE;138,8973335;0,016672037;ENE;73,3381092;0,035639292;NE;38,8687768
186;0,03203956;SSW;191,7812333;0,033932963;SSE;156,9293187;0,031357339;SE;128,9517713;0,032116356;E;83,33392033
187;0,056992204;S;188,3079732;0,066153736;S;169,7539862;0,051663076;SSE;153,3203984;0,039128597;SE;125,5125734
188;0,056992204;S;188,3079732;0,066153736;S;169,7539862;0,051663076;SSE;153,3203984;0,039128597;SE;125,5125734
189;0,086129193;SSW;197,3639336;0,089358332;S;188,3812174;0,076016398;S;179,1022899;0,053835283;SSE;167,6599126
190;0,089552097;SSW;205,1396256;0,089323699;SSW;198,918374;0,077356769;SSW;192,0672109;0,053522331;S;185,6691818
191;0,08369834;SSW;213,6517135;0,080007963;SSW;209,9731165;0,069691538;SSW;205,7995574;0,036567932;SSW;205,2911067
192;0,08369834;SSW;213,6517135;0,080007963;SSW;209,9731165;0,069691538;SSW;205,7995574;0,036567932;SSW;205,2911067
193;0,058332967;SW;226,6773025;0,039305734;SW;229,9179386;0,032033873;SW;233,9863901;0,026015522;W;261,0212902
194;0,031899974;SW;225,6005039;0,029909027;WSW;236,7523391;0,023311307;WSW;256,5533281;0,021807927;NW;312,355356
195;0,033353698;SSW;206,9371008;0,015100321;SW;216,3233534;0,008123603;WNW;285,8021329;0,023362963;N;357,7160778
196;0,033353698;SSW;206,9371008;0,015100321;SW;216,3233534;0,008123603;WNW;285,8021329;0,023362963;N;357,7160778
197;0,059317301;S;178,97867;0,036309621;SSE;162,3787391;0,022578038;SE;133,8027173;0,023155919;ENE;73,01657303
198;0,086606152;S;180,585503;0,059366594;S;169,083699;0,033066089;SSE;152,6977705;0,031888635;ESE;119,8619732
199;0,113533931;S;186,1032934;0,08209981;S;178,3563395;0,066076024;SSE;167,3010095;0,036909865;SSE;151,0263537
200;0,113533931;S;186,1032934;0,08209981;S;178,3563395;0,066076024;SSE;167,3010095;0,036909865;SSE;151,0263537
201;0,133638021;SSW;199,1120909;0,107165313;SSW;196,1133322;0,092362174;S;189,6380871;0,068585679;S;183,9813033
202;0,135316962;SSW;207,7351359;0,108303794;SSW;207,3172551;0,093966785;SSW;202,9521287;0,070931711;SSW;202,7126293
203;0,135390932;SW;217,0366391;0,099553959;SW;220,2159676;0,088102737;SW;218,1051251;0,065833661;SW;223,1853869
204;0,135390932;SW;217,0366391;0,099553959;SW;220,2159676;0,088102737;SW;218,1051251;0,065833661;SW;223,1853869
205;0,096875674;SW;233,3858094;0,067681914;WSW;237,8632871;0,061381058;WSW;252,9627636;0,050761373;W;273,1212104
206;0,069030619;WSW;239,7383071;0,035710337;W;267,6309351;0,033521076;W;280,7038584;0,036780951;NW;308,6235881
207;0,033312739;SW;235,0809058;0,023638987;WNW;291,5933094;0,03006052;NW;317,3508929;0,035697134;NNW;332,6097598
208;0,033312739;SW;235,0809058;0,023638987;WNW;291,5933094;0,03006052;NW;317,3508929;0,035697134;NNW;332,6097598
209;0,033812894;S;178,1901567;0,019205228;SE;126,3836312;0,021923924;ENE;73,08188668;0,03033019;NE;33,79979335
210;0,073072308;S;171,3513302;0,037209635;SSE;137,7768081;0,030607939;ESE;122,3361211;0,032105108;E;88,01961804
211;0,103535327;S;173,3257301;0,075936012;SSE;161,7631387;0,066183064;SSE;136,9239759;0,055356528;SE;125,3783321
212;0,103535327;S;173,3257301;0,075936012;SSE;161,7631387;0,066183064;SSE;136,9239759;0,055356528;SE;125,3783321
213;0,132758981;S;185,305695;0,113193611;S;180,8092332;0,102827263;S;172,8233282;0,082996916;SSE;163,5825012
214;0,13993532;SSW;192,857923;0,120071934;S;191,1139668;0,110328385;S;185,3317133;0,088322588;S;179,6337953
215;0,133393351;SSW;200,9321294;0,113965532;SSW;201,7556163;0,106017371;SSW;198,1007223;0,083160336;SSW;195,7137333
216;0,133393351;SSW;200,9321294;0,113965532;SSW;201,7556163;0,106017371;SSW;198,1007223;0,083160336;SSW;195,7137333
217;0,110988596;SW;213,8015222;0,083130513;SW;221,1815374;0,076833982;SW;222,9287065;0,05675217;SW;230,3298851
218;0,085353397;SW;220,167655;0,06063079;SW;231,0363236;0,053362367;WSW;238,8150836;0,03990622;WSW;258,7387226
219;0,062703832;SW;218,798651;0,038699317;SW;233,8650258;0,032311339;WSW;253,3991363;0,027358581;WNW;295,5375623
